participantId,trialId,trialOrder,responseId,percentComplete,description,instruction,responsePrompt,answer,startTime,endTime,duration,cleanedDuration
"3286a799-5331-464f-9795-dc8be8bf6c49","stacked-bar-1","69","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.49,2.49","2025-03-06T00:50:35.809Z","2025-03-06T00:50:38.104Z","2295","2295"
"3286a799-5331-464f-9795-dc8be8bf6c49","bar-chart-1","70","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.87,2.87","2025-03-06T00:50:38.205Z","2025-03-06T00:50:40.391Z","2186","2186"
"3286a799-5331-464f-9795-dc8be8bf6c49","pie-chart-1","71","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.39,2.47","2025-03-06T00:50:40.497Z","2025-03-06T00:50:43.048Z","2551","2551"
"3286a799-5331-464f-9795-dc8be8bf6c49","bar-chart-v-1","72","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.31,2.31","2025-03-06T00:50:43.140Z","2025-03-06T00:50:44.832Z","1692","1692"
"54de72be-825d-4f04-8462-ec7efceef013","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","1","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.38,2.38","2025-03-05T17:03:20.640Z","2025-03-05T17:03:22.299Z","1659","1659"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","2","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.47,2.47","2025-03-05T17:03:22.406Z","2025-03-05T17:03:24.065Z","1659","1659"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","3","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.69,2.69","2025-03-05T17:03:24.198Z","2025-03-05T17:03:25.544Z","1346","1346"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","4","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.01,2.01","2025-03-05T17:03:25.646Z","2025-03-05T17:03:27.439Z","1793","1793"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","5","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.46,2.46","2025-03-05T17:03:27.558Z","2025-03-05T17:03:28.960Z","1402","1402"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","6","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.78,2.78","2025-03-05T17:03:29.072Z","2025-03-05T17:03:30.603Z","1531","1531"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","7","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.94,2.94","2025-03-05T17:03:30.694Z","2025-03-05T17:03:32.190Z","1496","1496"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","8","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","1.41,1.41","2025-03-05T17:03:32.306Z","2025-03-05T17:03:33.889Z","1583","1583"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","9","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.93,2.93","2025-03-05T17:03:34.028Z","2025-03-05T17:03:35.645Z","1617","1617"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","10","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.91,2.91","2025-03-05T17:03:35.726Z","2025-03-05T17:03:37.371Z","1645","1645"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","11","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.97,2.97","2025-03-05T17:03:37.471Z","2025-03-05T17:03:39.518Z","2047","2047"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","12","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.87,2.87","2025-03-05T17:03:39.624Z","2025-03-05T17:03:42.012Z","2388","2388"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","13","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","1.96,2.17","2025-03-05T17:03:42.147Z","2025-03-05T17:03:44.371Z","2224","2224"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","14","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.98,2.98","2025-03-05T17:03:44.481Z","2025-03-05T17:03:46.549Z","2068","2068"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","15","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.18,2.31","2025-03-05T17:03:46.689Z","2025-03-05T17:03:49.391Z","2702","2702"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","16","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.77,2.77","2025-03-05T17:03:49.527Z","2025-03-05T17:03:51.396Z","1869","1869"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","17","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","1.05,1.05","2025-03-05T17:03:51.498Z","2025-03-05T17:03:53.268Z","1770","1770"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","18","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.26,2.26","2025-03-05T17:03:53.361Z","2025-03-05T17:03:54.905Z","1544","1544"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","19","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.44,2.44","2025-03-05T17:03:55.006Z","2025-03-05T17:03:56.827Z","1821","1821"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","20","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.52,2.52","2025-03-05T17:03:56.934Z","2025-03-05T17:03:59.840Z","2906","2906"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","21","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.9,2.9","2025-03-05T17:03:59.969Z","2025-03-05T17:04:01.795Z","1826","1826"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","22","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.44,2.44","2025-03-05T17:04:01.897Z","2025-03-05T17:04:03.827Z","1930","1930"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","23","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.63,2.63","2025-03-05T17:04:03.937Z","2025-03-05T17:04:05.749Z","1812","1812"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","24","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.59,2.59","2025-03-05T17:04:05.851Z","2025-03-05T17:04:07.583Z","1732","1732"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","25","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.83,2.83","2025-03-05T17:04:07.702Z","2025-03-05T17:04:09.239Z","1537","1537"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","26","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.83,2.83","2025-03-05T17:04:09.339Z","2025-03-05T17:04:11.756Z","2417","2417"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","27","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.79,2.79","2025-03-05T17:04:11.854Z","2025-03-05T17:04:13.691Z","1837","1837"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","28","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.70,2.70","2025-03-05T17:04:13.868Z","2025-03-05T17:04:15.631Z","1763","1763"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","29","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.58,2.6","2025-03-05T17:04:15.734Z","2025-03-05T17:04:17.477Z","1743","1743"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","30","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","1.71,1.71","2025-03-05T17:04:17.589Z","2025-03-05T17:04:19.568Z","1979","1979"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","31","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.96,2.96","2025-03-05T17:04:19.677Z","2025-03-05T17:04:21.178Z","1501","1501"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","32","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.99,2.99","2025-03-05T17:04:21.317Z","2025-03-05T17:04:22.877Z","1560","1560"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","33","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","1.83,2.01","2025-03-05T17:04:22.973Z","2025-03-05T17:04:25.461Z","2488","2488"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","34","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","1.33,1.33","2025-03-05T17:04:25.557Z","2025-03-05T17:04:27.184Z","1627","1627"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","35","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.32,2.75","2025-03-05T17:04:27.296Z","2025-03-05T17:04:31.675Z","4379","4379"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","36","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.95,2.95","2025-03-05T17:04:31.802Z","2025-03-05T17:04:33.658Z","1856","1856"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","37","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.45,2.45","2025-03-05T17:04:33.796Z","2025-03-05T17:04:35.754Z","1958","1958"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","38","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","1.60,1.60","2025-03-05T17:04:35.858Z","2025-03-05T17:04:37.520Z","1662","1662"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","39","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.96,2.96","2025-03-05T17:04:37.652Z","2025-03-05T17:04:39.705Z","2053","2053"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","40","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","3.00,3.00","2025-03-05T17:04:39.830Z","2025-03-05T17:04:42.060Z","2230","2230"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","41","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.37,2.37","2025-03-05T17:04:42.186Z","2025-03-05T17:04:43.709Z","1523","1523"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","42","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","1.48,1.48","2025-03-05T17:04:43.795Z","2025-03-05T17:04:45.390Z","1595","1595"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","43","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.81,2.81","2025-03-05T17:04:45.492Z","2025-03-05T17:04:47.805Z","2313","2313"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","44","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.06,2.06","2025-03-05T17:04:47.959Z","2025-03-05T17:04:49.491Z","1532","1532"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","45","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.81,2.81","2025-03-05T17:04:49.622Z","2025-03-05T17:04:51.080Z","1458","1458"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","46","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.81,2.81","2025-03-05T17:04:51.177Z","2025-03-05T17:04:52.883Z","1706","1706"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","47","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.95,2.95","2025-03-05T17:04:52.996Z","2025-03-05T17:04:54.558Z","1562","1562"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","48","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.32,2.32","2025-03-05T17:04:54.674Z","2025-03-05T17:04:57.729Z","3055","3055"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","49","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.62,2.62","2025-03-05T17:04:57.833Z","2025-03-05T17:04:59.200Z","1367","1367"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","50","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.73,2.73","2025-03-05T17:04:59.290Z","2025-03-05T17:05:01.392Z","2102","2102"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","51","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","1.29,1.29","2025-03-05T17:05:01.513Z","2025-03-05T17:05:03.067Z","1554","1554"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","52","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.39,2.39","2025-03-05T17:05:03.174Z","2025-03-05T17:05:05.639Z","2465","2465"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","53","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.14,2.14","2025-03-05T17:05:05.756Z","2025-03-05T17:05:07.570Z","1814","1814"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","54","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.59,2.59","2025-03-05T17:05:07.681Z","2025-03-05T17:05:09.396Z","1715","1715"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","55","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.88,2.88","2025-03-05T17:05:09.495Z","2025-03-05T17:05:11.044Z","1549","1549"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","56","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","3.00,3.00","2025-03-05T17:05:11.151Z","2025-03-05T17:05:12.980Z","1829","1829"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","57","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2,2","2025-03-05T17:05:13.079Z","2025-03-05T17:05:15.807Z","2728","2728"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","58","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.88,2.88","2025-03-05T17:05:15.906Z","2025-03-05T17:05:18.240Z","2334","2334"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","59","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.99,2.99","2025-03-05T17:05:18.354Z","2025-03-05T17:05:20.056Z","1702","1702"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","60","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.65,2.65","2025-03-05T17:05:20.165Z","2025-03-05T17:05:22.136Z","1971","1971"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","61","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.58,2.58","2025-03-05T17:05:22.245Z","2025-03-05T17:05:24.174Z","1929","1929"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","62","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","1.91,1.91","2025-03-05T17:05:24.290Z","2025-03-05T17:05:26.309Z","2019","2019"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","63","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.13,2.13","2025-03-05T17:05:26.413Z","2025-03-05T17:05:28.157Z","1744","1744"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","64","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.24,2.24","2025-03-05T17:05:28.286Z","2025-03-05T17:05:30.248Z","1962","1962"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","65","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.83,2.83","2025-03-05T17:05:30.347Z","2025-03-05T17:05:32.069Z","1722","1722"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","66","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.68,2.68","2025-03-05T17:05:32.162Z","2025-03-05T17:05:34.241Z","2079","2079"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","67","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.90,2.90","2025-03-05T17:05:34.355Z","2025-03-05T17:05:36.896Z","2541","2541"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","68","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.39,2.39","2025-03-05T17:05:37.008Z","2025-03-05T17:05:38.877Z","1869","1869"
"54de72be-825d-4f04-8462-ec7efceef013","stacked-bar-1","69","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.73,2.73","2025-03-05T17:05:38.975Z","2025-03-05T17:05:40.781Z","1806","1806"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-1","70","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.64,2.64","2025-03-05T17:05:40.905Z","2025-03-05T17:05:42.584Z","1679","1679"
"54de72be-825d-4f04-8462-ec7efceef013","pie-chart-1","71","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","1.93,1.93","2025-03-05T17:05:42.695Z","2025-03-05T17:05:44.530Z","1835","1835"
"54de72be-825d-4f04-8462-ec7efceef013","bar-chart-v-1","72","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.76,2.76","2025-03-05T17:05:44.628Z","2025-03-05T17:05:45.967Z","1339","1339"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","stacked-bar-1","1","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.61,2.61","2025-03-05T17:06:23.830Z","2025-03-05T17:06:25.831Z","2001","2001"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-1","2","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.57,2.57","2025-03-05T17:06:25.933Z","2025-03-05T17:06:27.408Z","1475","1475"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","pie-chart-1","3","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","1.94,1.94","2025-03-05T17:06:27.512Z","2025-03-05T17:06:28.934Z","1422","1422"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-v-1","4","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.14,2.14","2025-03-05T17:06:29.042Z","2025-03-05T17:06:30.643Z","1601","1601"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","stacked-bar-1","5","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.68,3","2025-03-05T17:06:30.758Z","2025-03-05T17:06:32.854Z","2096","2096"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-1","6","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.84,2.84","2025-03-05T17:06:32.951Z","2025-03-05T17:06:35.593Z","2642","2642"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","pie-chart-1","7","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.62,2.62","2025-03-05T17:06:35.698Z","2025-03-05T17:06:37.152Z","1454","1454"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-v-1","8","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.46,2.46","2025-03-05T17:06:37.280Z","2025-03-05T17:06:38.786Z","1506","1506"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","stacked-bar-1","9","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.13,2.13","2025-03-05T17:06:38.894Z","2025-03-05T17:06:41.295Z","2401","2401"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-1","10","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.76,2.76","2025-03-05T17:06:41.422Z","2025-03-05T17:06:42.807Z","1385","1385"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","pie-chart-1","11","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.84,2.84","2025-03-05T17:06:42.907Z","2025-03-05T17:06:44.766Z","1859","1859"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-v-1","12","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.88,2.88","2025-03-05T17:06:44.857Z","2025-03-05T17:06:46.378Z","1521","1521"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","stacked-bar-1","13","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.49,2.57","2025-03-05T17:06:46.546Z","2025-03-05T17:06:48.817Z","2271","2271"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-1","14","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.24,2.24","2025-03-05T17:06:48.950Z","2025-03-05T17:06:50.810Z","1860","1860"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","pie-chart-1","15","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.76,2.76","2025-03-05T17:06:50.940Z","2025-03-05T17:06:52.556Z","1616","1616"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-v-1","16","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","1.69,1.69","2025-03-05T17:06:52.666Z","2025-03-05T17:06:54.092Z","1426","1426"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","stacked-bar-1","17","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.81,2.81","2025-03-05T17:06:54.190Z","2025-03-05T17:06:55.694Z","1504","1504"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-1","18","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.93,2.93","2025-03-05T17:06:55.810Z","2025-03-05T17:06:57.492Z","1682","1682"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","pie-chart-1","19","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.45,2.45","2025-03-05T17:06:57.606Z","2025-03-05T17:06:59.298Z","1692","1692"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-v-1","20","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.16,2.16","2025-03-05T17:06:59.405Z","2025-03-05T17:07:00.984Z","1579","1579"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","stacked-bar-1","21","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.39,2.74","2025-03-05T17:07:01.087Z","2025-03-05T17:07:02.759Z","1672","1672"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-1","22","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.43,2.43","2025-03-05T17:07:02.865Z","2025-03-05T17:07:04.589Z","1724","1724"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","pie-chart-1","23","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.43,2.66","2025-03-05T17:07:04.681Z","2025-03-05T17:07:06.299Z","1618","1618"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-v-1","24","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.50,2.50","2025-03-05T17:07:06.399Z","2025-03-05T17:07:08.148Z","1749","1749"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","stacked-bar-1","25","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.31,2.31","2025-03-05T17:07:08.248Z","2025-03-05T17:07:10.419Z","2171","2171"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-1","26","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.35,2.35","2025-03-05T17:07:10.528Z","2025-03-05T17:07:12.324Z","1796","1796"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","pie-chart-1","27","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.40,2.40","2025-03-05T17:07:12.415Z","2025-03-05T17:07:14.169Z","1754","1754"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-v-1","28","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","1.97,1.97","2025-03-05T17:07:14.293Z","2025-03-05T17:07:15.917Z","1624","1624"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","stacked-bar-1","29","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.59,2.59","2025-03-05T17:07:16.007Z","2025-03-05T17:07:17.442Z","1435","1435"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-1","30","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.31,2.31","2025-03-05T17:07:17.560Z","2025-03-05T17:07:19.138Z","1578","1578"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","pie-chart-1","31","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.11,2.11","2025-03-05T17:07:19.231Z","2025-03-05T17:07:21.392Z","2161","2161"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-v-1","32","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.66,2.66","2025-03-05T17:07:21.509Z","2025-03-05T17:07:24.045Z","2536","2536"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","stacked-bar-1","33","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.84,2.84","2025-03-05T17:07:24.167Z","2025-03-05T17:07:25.903Z","1736","1736"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-1","34","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.29,2.29","2025-03-05T17:07:26.009Z","2025-03-05T17:07:28.055Z","2046","2046"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","pie-chart-1","35","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.82,2.82","2025-03-05T17:07:28.174Z","2025-03-05T17:07:29.666Z","1492","1492"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","bar-chart-v-1","36","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.51,2.51","2025-03-05T17:07:29.792Z","2025-03-05T17:07:33.049Z","3257","3257"
"6339b17f-5db5-43c2-9085-b317c0bb1df4","stacked-bar-1","37","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.37,2.37","2025-03-05T17:07:33.179Z","2025-03-05T17:07:34.608Z","1429","1429"
